# 外国人名の削除リスト (フルネーム)
#
# scripts/find_foreign_names.py が生成する。手で編集せず、誤判定は
# dict/foreign-names/allow.csv (残す) と deny.csv (消す) に書いて再生成する。
# 規則の版: 1 / Unihan: 18.0.0
# 入力: ipadic.csv, ipadic-neologd.csv, ipadic-neologd-sudachi.csv
# 件数: 9078 (full-name 9078)
劉偉,リュウウェイ,"名詞,固有名詞,人名,一般"
劉傑,リュウケツ,"名詞,固有名詞,人名,一般"
劉備,リュウビ,"名詞,固有名詞,人名,一般"
劉備玄徳,リュウビゲントク,"名詞,固有名詞,人名,一般"
劉元,リュウゲン,"名詞,固有名詞,人名,一般"
劉元起,リュウゲンキ,"名詞,固有名詞,人名,一般"
劉元進,リュウゲンシン,"名詞,固有名詞,人名,一般"
劉兆玄,リュウチョウゲン,"名詞,固有名詞,人名,一般"
劉兆芝,リュウチョウシ,"名詞,固有名詞,人名,一般"
劉先,リュウセン,"名詞,固有名詞,人名,一般"
劉党,リュウトウ,"名詞,固有名詞,人名,一般"
劉全,リュウゼン,"名詞,固有名詞,人名,一般"
劉典,リュウテン,"名詞,固有名詞,人名,一般"
劉冠雄,リュウカンユウ,"名詞,固有名詞,人名,一般"
劉凱,リュウガイ,"名詞,固有名詞,人名,一般"
劉劭,リュウショウ,"名詞,固有名詞,人名,一般"
劉勇,リュウユウ,"名詞,固有名詞,人名,一般"
劉勝,リュウショウ,"名詞,固有名詞,人名,一般"
劉勝剛,リュウショウゴウ,"名詞,固有名詞,人名,一般"
劉勝英,リュウショウエイ,"名詞,固有名詞,人名,一般"
劉勰,リュウキョウ,"名詞,固有名詞,人名,一般"
劉勲,リュウクン,"名詞,固有名詞,人名,一般"
劉升烈,リュウショウレツ,"名詞,固有名詞,人名,一般"
劉半農,リュウハンノウ,"名詞,固有名詞,人名,一般"
劉南奎,ユナムキュ,"名詞,固有名詞,人名,一般"
劉友,リュウユウ,"名詞,固有名詞,人名,一般"
劉向,リュウキョウ,"名詞,固有名詞,人名,一般"
劉和,リュウカ,"名詞,固有名詞,人名,一般"
劉哲,リュウテツ,"名詞,固有名詞,人名,一般"
劉哲志,リュウテツシ,"名詞,固有名詞,人名,一般"
劉唐,リュウトウ,"名詞,固有名詞,人名,一般"
劉喜,リュウキ,"名詞,固有名詞,人名,一般"
劉喬,リュウキョウ,"名詞,固有名詞,人名,一般"
劉嘉,リュウカ,"名詞,固有名詞,人名,一般"
劉因,リュウイン,"名詞,固有名詞,人名,一般"
劉国中,リュウコクチュウ,"名詞,固有名詞,人名,一般"
劉国梁,リュウグォリャン,"名詞,固有名詞,人名,一般"
劉国正,リュウコクセイ,"名詞,固有名詞,人名,一般"
劉国運,リュウコクウン,"名詞,固有名詞,人名,一般"
劉坤一,リュウコンイツ,"名詞,固有名詞,人名,一般"
劉坦,リュウタン,"名詞,固有名詞,人名,一般"
劉基,リュウキ,"名詞,固有名詞,人名,一般"
劉墉,リュウヨウ,"名詞,固有名詞,人名,一般"
劉夢庚,リュウムコウ,"名詞,固有名詞,人名,一般"
劉大夏,リュウタイカ,"名詞,固有名詞,人名,一般"
劉大蓮,リュウタイレン,"名詞,固有名詞,人名,一般"
劉天華,リュウテンカ,"名詞,固有名詞,人名,一般"
劉太公,リュウタイコウ,"名詞,固有名詞,人名,一般"
劉太真,リュウタイシン,"名詞,固有名詞,人名,一般"
劉夷父,リュウイホ,"名詞,固有名詞,人名,一般"
劉子仁,リュウシジン,"名詞,固有名詞,人名,一般"
劉子元,リュウシゲン,"名詞,固有名詞,人名,一般"
劉子孟,リュウシモウ,"名詞,固有名詞,人名,一般"
劉子師,リュウシシ,"名詞,固有名詞,人名,一般"
劉子房,リュウシボウ,"名詞,固有名詞,人名,一般"
劉子歌,リュウシカ,"名詞,固有名詞,人名,一般"
劉子真,リュウシシン,"名詞,固有名詞,人名,一般"
劉子羽,リュウシウ,"名詞,固有名詞,人名,一般"
劉子翊,リュウシヨク,"名詞,固有名詞,人名,一般"
劉子雲,リュウシウン,"名詞,固有名詞,人名,一般"
劉子霄,リュウシショウ,"名詞,固有名詞,人名,一般"
劉子鸞,リュウシラン,"名詞,固有名詞,人名,一般"
劉孝先,リュウコウセン,"名詞,固有名詞,人名,一般"
劉孝勝,リュウコウショウ,"名詞,固有名詞,人名,一般"
劉孝威,リュウコウイ,"名詞,固有名詞,人名,一般"
劉孝標,リュウコウヒョウ,"名詞,固有名詞,人名,一般"
劉孝生,リウシャオシェン,"名詞,固有名詞,人名,一般"
劉孝眞,ユヒョジン,"名詞,固有名詞,人名,一般"
劉孝綽,リュウコウシャク,"名詞,固有名詞,人名,一般"
劉季真,リュウキシン,"名詞,固有名詞,人名,一般"
劉季連,リュウキレン,"名詞,固有名詞,人名,一般"
劉守光,リュウシュコウ,"名詞,固有名詞,人名,一般"
劉安,リュウアン,"名詞,固有名詞,人名,一般"
劉安世,リュウアンセイ,"名詞,固有名詞,人名,一般"
